smile,rt
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2(O)OC2OCC(O)C(O)C2O)ccc1O,999.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
[O-]c1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
[O-]c1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OCC(O)C(O)C2O)ccc1O,999.0
CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c([O-])c3)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=C(CO)C(O)C(O)C(O)CO,999.0
OCC1OC(O)C(O)C1O,999.0
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,999.0
CC(O)C(O)C(O)C(O)C=O,999.0
O=CC(O)C(O)C(O)C(O)C(=O)O,999.0
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,999.0
O=c1cc(O)c2cccc(O)c2o1,999.0
CCCCCCCCCC(=O)O,999.0
O=C1OC(C(O)CO)C(=O)C1=O,999.0
[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1O,999.0
CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c([O-])c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O,999.0
[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc1O,999.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CCNCC,999.0
CC(=O)C=CC1C(C)CCCC1(C)C,999.0
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,999.0
CCCCCCCCCCCC=CC=CC=CC=CC=CC(=O)O,999.0
CC(C)(CO)C(O)C(O)=NCCC(=O)O,999.0
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc4c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O4)C(c2ccc(O)cc2)O3)cc1,999.0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,999.0
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,999.0
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,999.0
CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,999.0
O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,999.0
CCOC(=O)Cc1c[nH]c2ccccc12,999.0
CCCCCC=CCC=CCCCCCCCC(=O)OCC,999.0
CCCCCCCCCCCCCC(=O)OCC,999.0
C=CCc1ccc(OC(C)=O)c(OC)c1,999.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1O,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,999.0
CC(C)=CCCC(C)=CCCC(C)=CCOC1(O)OC(CO)C(O)C(O)C1O,999.0
COc1cc(C=CC(=O)O)ccc1O,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,999.0
N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,999.0
O=C(O)C=CC(=O)O,999.0
O=C(O)c1ccco1,999.0
O=Cc1ccco1,999.0
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,999.0
O=C(O)c1cc(O)c(O)c(O)c1,999.0
NCCCC(=O)O,999.0
NC(CCC(O)=NC(CS)C(=O)O)C(=O)O,999.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,999.0
COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1,999.0
O=C(O)c1cc(O)ccc1O,999.0
CC(=O)CCC=C(C)CCC=C(C)C,999.0
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,999.0
CC(C)=CCCC(C)=CCOC1OC(CO)C(O)C(O)C1O,999.0
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,999.0
CCC(=O)OCC=C(C)CCC=C(C)C,999.0
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,999.0
O=C(O)C(O)C(O)C(O)C(O)CO,999.0
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O,999.0
O=C(O)CCCC(=O)O,999.0
NC(CCC(O)=NC(CSSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)C(O)=NCC(=O)O)C(=O)O,999.0
O=C(O)C(O)CO,999.0
NCC(=O)O,999.0
COc1ccccc1O,999.0
N=C(N)N,999.0
N=c1nc(O)c2nc[nH]c2[nH]1,999.0
CCCCCC(=O)O,999.0
CCCCCCN,999.0
O=C(O)CN=C(O)c1ccccc1,999.0
NCCc1cnc[nH]1,999.0
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,999.0
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,999.0
c1ccc2[nH]ccc2c1,999.0
O=C(O)c1cc2ccccc2[nH]1,999.0
O=Cc1c[nH]c2ccccc12,999.0
O=C(O)c1c[nH]c2ccccc12,999.0
O=C(O)CCc1c[nH]c2ccccc12,999.0
O=C(O)C(=O)Cc1c[nH]c2ccccc12,999.0
O=C(O)C(O)Cc1c[nH]c2ccccc12,999.0
CC(C)CCN,999.0
CC(C)C(O)(CC(=O)O)C(=O)O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,999.0
CCC=CCC1C(=O)CCC1CC(=O)O,999.0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
O=C(O)C1(O)CC(O)C(O)C(O)C1,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
O=C(O)C(O)C(O)C(=O)O,999.0
CC(O)C(=O)O,999.0
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,999.0
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c1O,999.0
O=C1OC(C(O)CO)C(O)=C1O,999.0
N=C(O)CC(N)C(=O)O,999.0
NC(CC(=O)O)C(=O)O,999.0
N=C(O)NCCCC(N)C(=O)O,999.0
NC(CCSCC(N)C(=O)O)C(=O)O,999.0
NC(CS)C(=O)O,999.0
NC(CCC(=O)O)C(=O)O,999.0
N=C(O)CCC(N)C(=O)O,999.0
NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O,999.0
NC(Cc1cnc[nH]1)C(=O)O,999.0
NC(CCO)C(=O)O,999.0
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,999.0
CCCCCC=CCC=CCCCCCCCC(=O)O,999.0
CCC=CCC=CCC=CCCCCCCCC(=O)O,999.0
CCC(C)C(N)C(=O)O,999.0
Nc1ccccc1C(=O)CC(N)C(=O)O,999.0
CC(C)CC(N)C(=O)O,999.0
NCCCCC(N)C(=O)O,999.0
O=C(O)CC(O)C(=O)O,999.0
CSCCC(N)C(=O)O,999.0
CCCC(N)C(=O)O,999.0
NCCCC(N)C(=O)O,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)C1CCCN1,999.0
NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O,999.0
NC(CO)C(=O)O,999.0
CC(O)C(N)C(=O)O,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,999.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
CC(C)C(N)C(=O)O,999.0
O=C(O)CC(=O)O,999.0
COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C(O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1[O-],999.0
COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],999.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],999.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1[O-],999.0
OCC(O)C(O)C(O)C(O)CO,999.0
O=C(O)C=Cc1cccc(O)c1,999.0
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
CCCCCCCCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCCC(=O)OC,999.0
CCCCCCCCC=CCCCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCCCCC(=O)OC,999.0
CCC=CCC1C(=O)CCC1CC(=O)OC,999.0
CCC=CCC=CCC=CCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCCCC=CCCCCCCCC(=O)OC,999.0
CCCCCCCCCCCCCCCC(=O)OC,999.0
CCCCCCC=CCCCCCCCC(=O)OC,999.0
COC(=O)c1cc(O)c(O)c(Oc2c(O)c(O)c3oc(=O)c4cc(O)c(O)c5oc(=O)c2c3c54)c1,999.0
CCCCCCCCCCCCCCCCCC(=O)OC,999.0
COC(=O)CCS,999.0
COC(=O)c1ccccc1O,999.0
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,999.0
C1COCCN1,999.0
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,999.0
OC1C(O)C(O)C(O)C(O)C1O,999.0
CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,999.0
CC(O)=NC1C(O)OC(CO)C(O)C1O,999.0
CC(O)=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,999.0
CCCCCCC(=O)O,999.0
O=C1CCC(=O)N1O,999.0
N=C(O)c1cccnc1,999.0
CN1CCCC1c1cccnc1,999.0
O=C(O)c1cccnc1,999.0
Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,999.0
O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,999.0
CCCCCCCCC(=O)O,999.0
CCCCCCCC(=O)O,999.0
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,999.0
CCCCCCCCN,999.0
CCCCCCCCC=CCCCCCCCC(=O)O,999.0
NC(COP(=O)(O)O)C(=O)O,999.0
O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,999.0
CCCCCCCCCCCCCCCC(=O)O,999.0
CCCCCCC=CCCCCCCCC(=O)O,999.0
O=C(O)C=Cc1ccc(O)cc1,999.0
[O-]c1cc(OC2OC(CO)C(O)C(O)C2O)c2cc(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)[o+]c2c1,999.0
[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)c(OC3OC(CO)C(O)C(O)C3O)cc12,999.0
O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-],999.0
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OCC(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C([O-])C=Cc3ccc(O)cc3)C(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1[O-],999.0
COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(O)c1[O-],999.0
NCCc1ccccc1,999.0
COC1C(O)C(O)C(O)C(O)C1O,999.0
O=C(O)C1CNCCN1,999.0
C1CCNCC1,999.0
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,999.0
O=C(O)c1ccc2c(c1)OCO2,999.0
Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,999.0
CCCN,999.0
O=C(O)c1ccc(O)c(O)c1,999.0
Cc1ncc(CO)c(C=O)c1O,999.0
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,999.0
Cc1ncc(CO)c(CN)c1O,999.0
Cc1ncc(COP(=O)(O)O)c(CN)c1O,999.0
Cc1ncc(CO)c(CO)c1O,999.0
Oc1ccccc1O,999.0
C1CCNC1,999.0
CC(=O)C(=O)O,999.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,999.0
CC1OC(O)C(O)C(O)C1O,999.0
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,999.0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,999.0
COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,999.0
O=C(O)c1ccccc1O,999.0
C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,999.0
COc1cc2ccc(=O)oc2cc1O,999.0
NCCc1c[nH]c2ccc(O)cc12,999.0
O=C(O)C1=CC(O)C(O)C(O)C1,999.0
COc1cc(C=CC(=O)O)cc(OC)c1O,999.0
COc1cc(C=CCO)cc(OC)c1O,999.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,999.0
CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,999.0
CC=CC=CC(=O)O,999.0
NCCCCNCCCN,999.0
NCCCNCCCCNCCCN,999.0
OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=C(O)CCC(=O)O,999.0
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,999.0
COc1cc(C=NN=Cc2cc(OC)c(O)c(OC)c2)cc(OC)c1O,999.0
COc1cc(C=O)cc(OC)c1O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(C)(C)c1cc(O)ccc1O,999.0
Cn1cnc2c1c(O)nc(=O)n2C,999.0
Cn1c(=O)c2nc[nH]c2n(C)c1=O,999.0
CC1=C(CCO)S[CH]N1Cc1cnc(C)[nH]c1=N,999.0
O=C(O)C(O)C(O)CO,999.0
O=CC(O)C(O)CO,999.0
CC1(O)CCC(C(C)(C)O)CC1,999.0
C[n+]1cccc(C(=O)[O-])c1,999.0
OCCc1c[nH]c2ccccc12,999.0
NCCc1ccc(O)cc1,999.0
OCCc1ccc(O)cc1,999.0
O=c1ccc2ccc(O)cc2o1,999.0
Oc1ccnc(O)n1,999.0
N=C(N)O,999.0
CCOC(=N)O,999.0
Oc1nc(O)c2nc(O)[nH]c2n1,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,999.0
COc1cc(C(=O)O)ccc1O,999.0
COc1cc(C=O)ccc1O,999.0
Oc1ccc(C2Oc3cc(O)c4c(c3C2c2cc(O)cc(O)c2)C2c3c(O)cc5c(c3C(C4c3ccc(O)cc3)C2c2ccc(O)cc2)C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O5)cc1,999.0
CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)O)C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)O,999.0
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,999.0
Oc1nc(O)c2nc[nH]c2n1,999.0
OC1COC(O)C(O)C1O,999.0
OCC(O)C(O)CO,999.0
O=Cc1ccc(O)c(O)c1,999.0
O=C(O)C=C(CC(=O)O)C(=O)O,999.0
O=C(O)CO,999.0
O=CC(=O)O,999.0
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,999.0
O=C(O)C(=O)O,999.0
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,999.0
CC(CCC(O)=NCCOS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,999.0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,999.0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,999.0
Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,999.0
O=C(O)c1cc(O)cc(O)c1,999.0
O=C(O)c1ccc(O)cc1,999.0
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)c(O)c3)c2)C(O)C(O)C1O,999.0
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,999.0
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,999.0
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,999.0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,999.0
Oc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1,999.0
O=c1ccc2cc(O)c(O)cc2o1,999.0
COc1cc(C=CC(=O)OC(C(=O)O)C(O)C(=O)O)ccc1O,999.0
COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O,999.0
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,999.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)ccc1O,999.0
COc1cc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)ccc1O,999.0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,999.0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,999.0
COC(=O)c1cc(O)c(O)c(O)c1,999.0
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,999.0
O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21,999.0
O=C(O)C=Cc1ccccc1O,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(=O)oc4cc(O)cc(c34)O2)cc(OC)c1O,999.0
Oc1ccc(C2c3c(O)cc(O)cc3C3C(c4ccc(O)cc4)c4c(O)cc(O)cc4C23)cc1,999.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,999.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,999.0
Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,999.0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,999.0
COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,999.0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,999.0
O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
O=c1c(OC2OC(C(O)CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,999.0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,999.0
COc1cc(C(=O)O)cc(OC)c1O,999.0
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,999.0
O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O,999.0
Oc1ccc(C=Cc2cc(O)cc3c2C(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)O3)cc1,999.0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O,999.0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(OC)c3)oc2c1,999.0
CCOc1ccc(N=C(C)O)cc1,999.0
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,999.0
COC1OC(C(=O)O)C(O)C(O)C1O,999.0
COC(=O)C1=COC(O)C2C(CO)=CCC12,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C(=O)[O-])[o+]c4cc(O)cc(c34)O2)cc(OC)c1O,999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-],999.0
COc1cc(C2=C(OC3OC(CO)C(O)C(O)C3O)c3cc(C)[o+]c4cc(O)cc(c34)O2)cc(OC)c1[O-],999.0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,999.0
O=C(O)c1ccc(O)c(O)c1,999.0
O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,999.0
CCOC(=O)c1cc(O)c(O)c(O)c1,999.0
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C4C2c3cc(O)cc4c3C(c3cc(O)cc(O)c3C2c2ccc(O)cc2)C(c2ccc(O)cc2)O4)cc1,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
O=C(O)C(O)C(O)C(=O)O,999.0
O=C(O)C1(O)CC(O)C(O)C(O)C1,999.0
O=C(O)CCC(=O)O,999.0
CCC(=O)O,999.0
CC(O)(CC(=O)O)C(=O)O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
CCC(C)C(N)C(=O)O,999.0
C[N+](C)(C)CCO,999.0
C[N+](C)(C)CC(=O)[O-],999.0
CC(C)C(N)C(=O)O,999.0
O=C(O)C1CCCN1,999.0
NC(CCC(O)=NC(CS)C(O)=NCC(=O)O)C(=O)O,999.0
Oc1ccnc(O)n1,999.0
Oc1nc(O)c2nc(O)[nH]c2n1,999.0
Oc1nc(O)c2nc[nH]c2n1,999.0
N=C(N)NCCCC(N)C(=O)O,999.0
NCCS(=O)(=O)O,999.0
N=C(O)NCCCC(N)C(=O)O,999.0
Nc1nc[nH]c2ncnc1-2,999.0
Oc1nc(O)c2nc(O)[nH]c2n1,999.0
Oc1ccnc(O)n1,999.0
CSCCC(N)C(=O)O,999.0
O=C(O)C1CCC(O)=N1,999.0
O=c1nc(O)ccn1C1OC(CO)C(O)C1O,999.0
NC(Cc1ccc(O)cc1)C(=O)O,999.0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,999.0
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,999.0
CC(C)CC(N)C(=O)O,999.0
CCC(C)C(N)C(=O)O,999.0
CC(C(=O)O)C(=O)O,999.0
O=C(O)CCCC(=O)O,999.0
NC(Cc1ccccc1)C(=O)O,999.0
O=C(O)CCCCC(=O)O,999.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,999.0
O=C(O)CN=C(O)c1ccccc1,999.0
O=C(O)C=Cc1ccc(O)c(O)c1,999.0
O=C(O)Cc1ccccc1,999.0
O=C(O)CCCCCC(=O)O,999.0
O=C(O)C(O)Cc1ccccc1,999.0
O=C(O)CCCCCCCC(=O)O,999.0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,999.0
CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,999.0
