stage4_index,dataset_group,dataset_name,source_file,source_row,record_id,name,origin_smiles,taut_smiles,rt,formula,inchikey,canonical_smiles,taut_changed,taut_fallback,taut_reason,smrt_exact_overlap
808,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,256,FEM_long_412_256,,O=C(O)CC(O)C(=O)O,O=C(O)CC(O)C(=O)O,120.3,C4H6O5,BJEPYKJPYRNKOW-UHFFFAOYSA-N,O=C(O)CC(O)C(=O)O,0.0,0,ok,0
809,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,257,FEM_long_412_257,,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,168.0,C5H11NO2S,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(=O)O,0.0,0,ok,0
810,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,258,FEM_long_412_258,,CCCC(N)C(=O)O,CCCC(N)C(=O)O,138.0,C5H11NO2,SNDPXSYFESPGGJ-UHFFFAOYSA-N,CCCC(N)C(=O)O,0.0,0,ok,0
811,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,259,FEM_long_412_259,,NCCCC(N)C(=O)O,NCCCC(N)C(=O)O,66.0,C5H12N2O2,AHLPHDHHMVZTML-UHFFFAOYSA-N,NCCCC(N)C(=O)O,0.0,0,ok,0
812,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,260,FEM_long_412_260,,NC(Cc1ccccc1)C(=O)O,NC(Cc1ccccc1)C(=O)O,690.0,C9H11NO2,COLNVLDHVKWLRT-UHFFFAOYSA-N,NC(Cc1ccccc1)C(=O)O,0.0,0,ok,0
813,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,261,FEM_long_412_261,,O=C(O)C1CCCN1,O=C(O)C1CCCN1,95.7,C5H9NO2,ONIBWKKTOPOVIA-UHFFFAOYSA-N,O=C(O)C1CCCN1,0.0,0,ok,0
814,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,262,FEM_long_412_262,,NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O,NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O,82.5,C11H20N2O6,ZDGJAHTZVHVLOT-UHFFFAOYSA-N,NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O,0.0,0,ok,0
815,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,263,FEM_long_412_263,,NC(CO)C(=O)O,NC(CO)C(=O)O,72.9,C3H7NO3,MTCFGRXMJLQNBG-UHFFFAOYSA-N,NC(CO)C(=O)O,0.0,0,ok,0
816,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,264,FEM_long_412_264,,CC(O)C(N)C(=O)O,CC(O)C(N)C(=O)O,78.3,C4H9NO3,AYFVYJQAPQTCCC-UHFFFAOYSA-N,CC(O)C(N)C(=O)O,0.0,0,ok,0
817,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,265,FEM_long_412_265,,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,960.0,C11H12N2O2,QIVBCDIJIAJPQS-UHFFFAOYSA-N,NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,0,ok,0
818,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,266,FEM_long_412_266,,NC(Cc1ccc(O)cc1)C(=O)O,NC(Cc1ccc(O)cc1)C(=O)O,365.1,C9H11NO3,OUYCCCASQSFEME-UHFFFAOYSA-N,NC(Cc1ccc(O)cc1)C(=O)O,0.0,0,ok,0
819,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,267,FEM_long_412_267,,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,3600.0,C30H50O,MQYXUWHLBZFQQO-UHFFFAOYSA-N,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,0.0,0,ok,0
820,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,268,FEM_long_412_268,,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2081.4,C15H10O6,IQPNAANSBPBGFQ-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0,0,ok,0
821,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,269,FEM_long_412_269,,CC(C)C(N)C(=O)O,CC(C)C(N)C(=O)O,131.1,C5H11NO2,KZSNJWFQEVHDMF-UHFFFAOYSA-N,CC(C)C(N)C(=O)O,0.0,0,ok,0
822,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,270,FEM_long_412_270,,O=C(O)CC(=O)O,O=C(O)CC(=O)O,126.6,C3H4O4,OFOBLEOULBTSOW-UHFFFAOYSA-N,O=C(O)CC(=O)O,0.0,0,ok,0
823,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,271,FEM_long_412_271,,COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C(O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1[O-],COc1cc(-c2oc3cc(=O)cc(O)c-3cc2OC2OC(C[O+]=C(O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1[O-],1950.0,C32H30O14,HXQOVGDXCHFLOP-UHFFFAOYSA-N,COc1cc(-c2oc3cc(O)cc(=O)c-3cc2OC2OC(C[O+]=C(O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1[O-],1.0,0,ok,0
824,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,272,FEM_long_412_272,,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],1240.8,C29H34O17,CILLXFBAACIQNS-UHFFFAOYSA-N,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],0.0,0,ok,0
825,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,273,FEM_long_412_273,,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],1452.0,C23H24O12,PXUQTDZNOHRWLI-UHFFFAOYSA-N,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1[O-],0.0,0,ok,0
826,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,274,FEM_long_412_274,,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1[O-],COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1[O-],1734.0,C25H26O13,WGYWEDJQQFKGID-UHFFFAOYSA-N,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1[O-],0.0,0,ok,0
827,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,275,FEM_long_412_275,,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,82.5,C6H14O6,FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,0.0,0,ok,0
828,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,276,FEM_long_412_276,,O=C(O)C=Cc1cccc(O)c1,O=C(O)C=Cc1cccc(O)c1,1570.5,C9H8O3,KKSDGJDHHZEWEP-UHFFFAOYSA-N,O=C(O)C=Cc1cccc(O)c1,0.0,0,ok,0
829,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,277,FEM_long_412_277,,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,84.0,C12H22O11,DLRVVLDZNNYCBX-UHFFFAOYSA-N,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.0,0,ok,0
830,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,278,FEM_long_412_278,,CCCCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCCCC(=O)OC,3552.0,C21H42O2,QGBRLVONZXHAKJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
831,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,279,FEM_long_412_279,,CCCCCCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCCCCCC(=O)OC,3672.0,C23H46O2,QSQLTHHMFHEFIY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
832,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,280,FEM_long_412_280,,CCCCCCCC(=O)OC,CCCCCCCC(=O)OC,2655.0,C9H18O2,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,CCCCCCCC(=O)OC,0.0,0,ok,0
833,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,281,FEM_long_412_281,,CCCCCCCCC=CCCCCCCCCCC(=O)OC,CCCCCCCCC=CCCCCCCCCCC(=O)OC,3471.6,C21H40O2,RBKMRGOHCLRTLZ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCCCC(=O)OC,0.0,0,ok,0
834,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,282,FEM_long_412_282,,CCCCCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCCCCC(=O)OC,3624.0,C22H44O2,AJRICDSAJQHDSD-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
835,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,283,FEM_long_412_283,,CCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCC(=O)OC,3426.0,C18H36O2,HUEBIMLTDXKIPR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
836,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,284,FEM_long_412_284,,CCC=CCC1C(=O)CCC1CC(=O)OC,CCC=CCC1C(=O)CCC1CC(=O)OC,2305.5,C13H20O3,GEWDNTWNSAZUDX-UHFFFAOYSA-N,CCC=CCC1C(=O)CCC1CC(=O)OC,0.0,0,ok,0
837,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,285,FEM_long_412_285,,CCC=CCC=CCC=CCCCCCCCC(=O)OC,CCC=CCC=CCC=CCCCCCCCC(=O)OC,3270.0,C19H32O2,DVWSXZIHSUZZKJ-UHFFFAOYSA-N,CCC=CCC=CCC=CCCCCCCCC(=O)OC,0.0,0,ok,0
838,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,286,FEM_long_412_286,,CCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCC(=O)OC,3265.5,C15H30O2,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
839,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,287,FEM_long_412_287,,CCCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCCC(=O)OC,3510.0,C20H40O2,BDXAHSJUDUZLDU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
840,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,288,FEM_long_412_288,,CCCCCCCCC=CCCCCCCCC(=O)OC,CCCCCCCCC=CCCCCCCCC(=O)OC,3390.9,C19H36O2,QYDYPVFESGNLHU-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)OC,0.0,0,ok,0
841,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,289,FEM_long_412_289,,CCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCC(=O)OC,3384.0,C17H34O2,FLIACVVOZYBSBS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
842,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,290,FEM_long_412_290,,CCCCCCC=CCCCCCCCC(=O)OC,CCCCCCC=CCCCCCCCC(=O)OC,3294.0,C17H32O2,IZFGRAGOVZCUFB-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCC(=O)OC,0.0,0,ok,0
843,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,291,FEM_long_412_291,,COC(=O)c1cc(O)c(O)c(Oc2c(O)c(O)c3oc(=O)c4cc(O)c(O)c5oc(=O)c2c3c54)c1,COC(=O)c1cc(O)c(O)c(Oc2c(O)c(=O)c3oc(O)c4cc(O)c(=O)c5oc(O)c2c3c45)c1,1806.0,C22H12O13,YHSIWCDUBTWSEZ-UHFFFAOYSA-N,COC(=O)c1cc(O)c(O)c(Oc2c(O)c(O)c3oc(=O)c4cc(O)c(O)c5oc(=O)c2c3c54)c1,1.0,0,ok,0
844,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,292,FEM_long_412_292,,CCCCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCCCC(=O)OC,3468.0,C19H38O2,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC,0.0,0,ok,0
845,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,293,FEM_long_412_293,,COC(=O)CCS,COC(=O)CCS,2027.7,C4H8O2S,LDTLDBDUBGAEDT-UHFFFAOYSA-N,COC(=O)CCS,0.0,0,ok,0
846,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,294,FEM_long_412_294,,COC(=O)c1ccccc1O,COC(=O)c1ccccc1O,2070.0,C8H8O3,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)c1ccccc1O,0.0,0,ok,0
847,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,295,FEM_long_412_295,,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,1914.9,C15H10O7,YXOLAZRVSSWPPT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0.0,0,ok,0
848,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,296,FEM_long_412_296,,C1COCCN1,C1COCCN1,84.0,C4H9NO,YNAVUWVOSKDBBP-UHFFFAOYSA-N,C1COCCN1,0.0,0,ok,0
849,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,297,FEM_long_412_297,,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,78.0,C6H10O8,DSLZVSRJTYRBFB-UHFFFAOYSA-N,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,0.0,0,ok,0
850,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,298,FEM_long_412_298,,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,73.2,C6H12O6,CDAISMWEOUEBRE-UHFFFAOYSA-N,OC1C(O)C(O)C(O)C(O)C1O,0.0,0,ok,0
851,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,299,FEM_long_412_299,,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,1698.0,C21H20O12,DCYOADKBABEMIQ-UHFFFAOYSA-N,CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,0.0,0,ok,0
852,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,300,FEM_long_412_300,,CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,1042.8,C11H13NO4,CAHKINHBCWCHCF-UHFFFAOYSA-N,CC(O)=NC(Cc1ccc(O)cc1)C(=O)O,1.0,0,ok,0
853,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,301,FEM_long_412_301,,CC(O)=NC1C(O)OC(CO)C(O)C1O,CC(=O)NC1C(O)OC(CO)C(O)C1O,89.200000002,C8H15NO6,OVRNDRQMDRJTHS-UHFFFAOYSA-N,CC(O)=NC1C(O)OC(CO)C(O)C1O,1.0,0,ok,0
854,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,302,FEM_long_412_302,,CC(O)=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,89.7,C11H19NO9,SQVRNKJHWKZAKO-UHFFFAOYSA-N,CC(O)=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,1.0,0,ok,0
855,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,303,FEM_long_412_303,,CCCCCCC(=O)O,CCCCCCC(=O)O,2165.4,C7H14O2,MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,0.0,0,ok,0
856,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,304,FEM_long_412_304,,O=C1CCC(=O)N1O,Oc1ccc(O)n1O,120.0,C4H5NO3,NQTADLQHYWFPDB-UHFFFAOYSA-N,O=C1CCC(=O)N1O,1.0,0,ok,0
857,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,305,FEM_long_412_305,,N=C(O)c1cccnc1,NC(=O)c1cccnc1,227.4,C6H6N2O,DFPAKSUCGFBDDF-UHFFFAOYSA-N,N=C(O)c1cccnc1,1.0,0,ok,0
858,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,306,FEM_long_412_306,,CN1CCCC1c1cccnc1,CN1CCCC1c1cccnc1,278.4,C10H14N2,SNICXCGAKADSCV-UHFFFAOYSA-N,CN1CCCC1c1cccnc1,0.0,0,ok,0
859,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,307,FEM_long_412_307,,O=C(O)c1cccnc1,O=C(O)c1cccnc1,178.5,C6H5NO2,PVNIIMVLHYAWGP-UHFFFAOYSA-N,O=C(O)c1cccnc1,0.0,0,ok,0
860,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,308,FEM_long_412_308,,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,498.00000000000006,C21H26N6O15P2,SENPVEZBRZQVST-UHFFFAOYSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC([n+]3cccc(C(=O)O)c3)C(O)C2O)C(O)C1O,0.0,0,ok,0
861,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,309,FEM_long_412_309,,O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,126.0,C11H14NO9P,JOUIQRNQJGXQDC-UHFFFAOYSA-N,O=C(O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1,0.0,0,ok,0
862,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,310,FEM_long_412_310,,CCCCCCCCC(=O)O,CCCCCCCCC(=O)O,2586.3,C9H18O2,FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(=O)O,0.0,0,ok,0
863,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,311,FEM_long_412_311,,CCCCCCCC(=O)O,CCCCCCCC(=O)O,2400.9,C8H16O2,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,0.0,0,ok,0
864,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,312,FEM_long_412_312,,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,2256.0,C14H28O6,HEGSGKPQLMEBJL-UHFFFAOYSA-N,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.0,0,ok,0
865,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,313,FEM_long_412_313,,CCCCCCCCN,CCCCCCCCN,1655.1,C8H19N,IOQPZZOEVPZRBK-UHFFFAOYSA-N,CCCCCCCCN,0.0,0,ok,0
866,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,314,FEM_long_412_314,,CCCCCCCCC=CCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,3291.0,C18H34O2,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)O,0.0,0,ok,0
867,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,315,FEM_long_412_315,,NC(COP(=O)(O)O)C(=O)O,NC(COP(=O)(O)O)C(=O)O,72.6,C3H8NO6P,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,NC(COP(=O)(O)O)C(=O)O,0.0,0,ok,0
868,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,316,FEM_long_412_316,,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,1529.1,C21H20O11,PLAPMLGJVGLZOV-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,0.0,0,ok,0
869,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,317,FEM_long_412_317,,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,3265.2000000000003,C16H32O2,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,0.0,0,ok,0
870,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,318,FEM_long_412_318,,CCCCCCC=CCCCCCCCC(=O)O,CCCCCCC=CCCCCCCCC(=O)O,3168.0,C16H30O2,SECPZKHBENQXJG-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCC(=O)O,0.0,0,ok,0
871,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,319,FEM_long_412_319,,O=C(O)C=Cc1ccc(O)cc1,O=C(O)C=Cc1ccc(O)cc1,1458.0,C9H8O3,NGSWKAQJJWESNS-UHFFFAOYSA-N,O=C(O)C=Cc1ccc(O)cc1,0.0,0,ok,0
872,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,320,FEM_long_412_320,,[O-]c1cc(OC2OC(CO)C(O)C(O)C2O)c2cc(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)[o+]c2c1,[O-]c1cc(OC2OC(CO)C(O)C(O)C2O)c2cc(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)[o+]c2c1,1176.0,C27H30O15,SLCKJKWFULXZBD-UHFFFAOYSA-N,[O-]c1cc(OC2OC(CO)C(O)C(O)C2O)c2cc(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)cc3)[o+]c2c1,0.0,0,ok,0
873,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,321,FEM_long_412_321,,[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)c(OC3OC(CO)C(O)C(O)C3O)cc12,[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)c(OC3OC(CO)C(O)C(O)C3O)cc12,1422.0,C21H20O10,ABVCUBUIXWJYSE-UHFFFAOYSA-N,[O-]c1cc(O)cc2[o+]c(-c3ccc(O)cc3)c(OC3OC(CO)C(O)C(O)C3O)cc12,0.0,0,ok,0
874,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,322,FEM_long_412_322,,O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1697.7,C26H28O16,YNMFDPCLPIMRFD-UHFFFAOYSA-N,O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0,0,ok,0
875,predret10,FEM_long_412,external_data/predret10/smiles_rt_txt/FEM_long_412.txt,323,FEM_long_412_323,,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-],COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-],1212.0,C28H32O16,IPVSUYLZIAYTOK-UHFFFAOYSA-N,COc1cc(-c2[o+]c3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1[O-],0.0,0,ok,0
